model,model_id,split,problem_idx,variant,original_answer,predicted_answer,is_correct_exact,input_tokens,output_tokens,error
grok,x-ai/grok-4,AIME25,10,node_deletion,19,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,11,node_deletion,248,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,12,original,259,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,11,edge_deletion,248,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,12,edge_deletion,259,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,12,node_deletion,259,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,13,original,104,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,13,edge_deletion,104,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,14,original,240,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,13,node_deletion,104,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,14,edge_deletion,240,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,14,node_deletion,240,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,15,original,117,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,15,node_deletion,117,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,15,edge_deletion,117,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,16,original,279,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,16,node_deletion,279,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,17,original,504,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,16,edge_deletion,279,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,17,node_deletion,504,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,17,edge_deletion,504,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,18,original,821,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,19,original,77,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,18,node_deletion,821,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,18,edge_deletion,821,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,19,node_deletion,77,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,19,edge_deletion,77,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,20,original,62,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,20,node_deletion,62,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,20,edge_deletion,62,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,21,node_deletion,81,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,21,original,81,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,21,edge_deletion,81,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,22,original,16,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,22,node_deletion,16,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,23,original,510,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,22,edge_deletion,16,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,23,node_deletion,510,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,23,edge_deletion,510,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,24,original,204,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,24,node_deletion,204,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,24,edge_deletion,204,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,25,original,60,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,25,node_deletion,60,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,25,edge_deletion,60,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,26,original,735,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,26,node_deletion,735,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,26,edge_deletion,735,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,27,original,468,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,27,node_deletion,468,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,28,original,49,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,27,edge_deletion,468,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,28,node_deletion,49,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,28,edge_deletion,49,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,29,original,82,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,29,node_deletion,82,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME25,29,edge_deletion,82,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,0,node_deletion,204,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,0,edge_deletion,204,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,1,node_deletion,113,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,1,edge_deletion,113,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,2,node_deletion,23,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,3,node_deletion,321,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,3,edge_deletion,321,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,2,edge_deletion,23,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,4,node_deletion,371,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,4,edge_deletion,371,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,5,node_deletion,211,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,5,edge_deletion,211,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,6,node_deletion,315,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,6,edge_deletion,315,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,7,node_deletion,236,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,7,edge_deletion,236,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,8,node_deletion,45,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,8,edge_deletion,45,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,9,node_deletion,33,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,9,edge_deletion,33,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,10,node_deletion,80,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,10,edge_deletion,80,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,11,node_deletion,55,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,11,edge_deletion,55,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,12,node_deletion,104,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,12,edge_deletion,104,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,13,node_deletion,699,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,13,edge_deletion,699,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,14,node_deletion,127,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,14,edge_deletion,127,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,15,node_deletion,902,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,15,edge_deletion,902,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,16,node_deletion,385,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,16,edge_deletion,385,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,17,node_deletion,110,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,17,edge_deletion,110,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,18,edge_deletion,721,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,18,node_deletion,721,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,19,node_deletion,25,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,19,edge_deletion,25,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,20,node_deletion,809,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,20,edge_deletion,809,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,21,node_deletion,116,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,21,edge_deletion,116,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,22,node_deletion,104,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,22,edge_deletion,104,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,23,node_deletion,294,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,23,edge_deletion,294,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,24,node_deletion,540,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,24,edge_deletion,540,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,25,node_deletion,197,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,25,edge_deletion,197,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,26,node_deletion,480,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,26,edge_deletion,480,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,27,node_deletion,73,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,27,edge_deletion,73,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,28,node_deletion,468,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,28,edge_deletion,468,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,29,node_deletion,601,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
grok,x-ai/grok-4,AIME24,29,edge_deletion,601,,False,0,0,An error occurred (ValidationException) when calling the Converse operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,3,original,336,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,0,original,70,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,0,node_deletion,70,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,1,original,588,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,1,node_deletion,588,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,0,edge_deletion,70,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,1,edge_deletion,588,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,2,original,106,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,2,edge_deletion,106,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,2,node_deletion,106,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,3,node_deletion,336,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,3,edge_deletion,336,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,4,original,293,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,4,node_deletion,293,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,5,original,237,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,5,node_deletion,237,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,4,edge_deletion,293,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,6,original,610,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,5,edge_deletion,237,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,6,node_deletion,610,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,6,edge_deletion,610,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,7,original,149,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,7,node_deletion,149,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,8,node_deletion,907,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,8,edge_deletion,907,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,9,original,113,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,8,original,907,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,7,edge_deletion,149,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,9,node_deletion,113,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,9,edge_deletion,113,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,10,original,19,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,10,node_deletion,19,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,10,edge_deletion,19,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,11,original,248,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,11,edge_deletion,248,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,11,node_deletion,248,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,12,original,259,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,12,node_deletion,259,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,12,edge_deletion,259,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,13,original,104,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,13,node_deletion,104,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,13,edge_deletion,104,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,14,original,240,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,14,node_deletion,240,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,15,original,117,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,15,edge_deletion,117,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,15,node_deletion,117,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,16,original,279,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,16,node_deletion,279,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,14,edge_deletion,240,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,16,edge_deletion,279,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,17,original,504,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,17,node_deletion,504,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,17,edge_deletion,504,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,18,node_deletion,821,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,18,original,821,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,18,edge_deletion,821,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,19,original,77,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,19,edge_deletion,77,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,19,node_deletion,77,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,20,original,62,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,20,node_deletion,62,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,20,edge_deletion,62,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,21,original,81,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,22,original,16,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,21,node_deletion,81,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,21,edge_deletion,81,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,22,node_deletion,16,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,22,edge_deletion,16,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,23,original,510,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,23,node_deletion,510,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,23,edge_deletion,510,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,24,original,204,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,24,node_deletion,204,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
deepseek,deepseek/deepseek-r1,AIME25,24,edge_deletion,204,,False,0,0,An error occurred (ValidationException) when calling the InvokeModel operation: The provided model identifier is invalid.
